p_out,placement,seed,radical_fraction,bridge_radical
0.04,bridge_biased,45,0.26006666666666667,0.30042857142857143
0.04,bridge_biased,46,0.27798333333333336,0.3787142857142857
0.04,bridge_biased,47,0.27814999999999995,0.3671428571428571
0.04,bridge_biased,48,0.2543333333333333,0.328
0.04,bridge_biased,49,0.25689999999999996,0.27042857142857146
0.04,bridge_biased,50,0.25693333333333335,0.3407142857142857
0.04,nonbridge_biased,1,0.2767166666666667,0.3681428571428571
0.04,nonbridge_biased,2,0.2603833333333333,0.31414285714285717
0.04,nonbridge_biased,3,0.26546666666666663,0.29442857142857143
0.04,nonbridge_biased,4,0.27003333333333335,0.30128571428571427
0.04,nonbridge_biased,5,0.2636833333333333,0.36842857142857144
0.04,nonbridge_biased,6,0.25873333333333337,0.30228571428571427
0.04,nonbridge_biased,7,0.27385000000000004,0.4442857142857143
0.04,nonbridge_biased,8,0.2489333333333333,0.35357142857142854
0.04,nonbridge_biased,9,0.2806166666666667,0.356
0.04,nonbridge_biased,10,0.2813166666666666,0.3521428571428571
0.04,nonbridge_biased,11,0.26769999999999994,0.30742857142857144
0.04,nonbridge_biased,12,0.27343333333333336,0.26771428571428574
0.04,nonbridge_biased,13,0.2716,0.32557142857142857
0.04,nonbridge_biased,14,0.27235000000000004,0.33228571428571435
0.04,nonbridge_biased,15,0.28035000000000004,0.4127142857142857
0.04,nonbridge_biased,16,0.2660166666666667,0.3071428571428571
0.04,nonbridge_biased,17,0.29568333333333335,0.3514285714285714
0.04,nonbridge_biased,18,0.2675333333333333,0.2444285714285714
0.04,nonbridge_biased,19,0.2609666666666667,0.31942857142857145
0.04,nonbridge_biased,20,0.2904833333333333,0.37828571428571434
0.04,nonbridge_biased,21,0.2578333333333333,0.3057142857142857
0.04,nonbridge_biased,22,0.25566666666666665,0.24471428571428572
0.04,nonbridge_biased,23,0.27373333333333333,0.31571428571428567
0.04,nonbridge_biased,24,0.27201666666666663,0.2775714285714286
0.04,nonbridge_biased,25,0.24925,0.2734285714285714
0.04,nonbridge_biased,26,0.262,0.2715714285714286
0.04,nonbridge_biased,27,0.26885000000000003,0.3342857142857143
0.04,nonbridge_biased,28,0.2641833333333333,0.32385714285714284
0.04,nonbridge_biased,29,0.24348333333333333,0.27728571428571436
0.04,nonbridge_biased,30,0.2668666666666667,0.295
0.04,nonbridge_biased,31,0.2773333333333334,0.34228571428571436
0.04,nonbridge_biased,32,0.27436666666666665,0.266
0.04,nonbridge_biased,33,0.2737833333333334,0.39857142857142863
0.04,nonbridge_biased,34,0.2780666666666667,0.3204285714285714
0.04,nonbridge_biased,35,0.25941666666666663,0.3098571428571429
0.04,nonbridge_biased,36,0.26276666666666665,0.2401428571428571
0.04,nonbridge_biased,37,0.28135000000000004,0.37942857142857145
0.04,nonbridge_biased,38,0.22356666666666666,0.2071428571428571
0.04,nonbridge_biased,39,0.27085,0.356
0.04,nonbridge_biased,40,0.27393333333333336,0.3402857142857143
0.04,nonbridge_biased,41,0.25893333333333335,0.36271428571428566
0.04,nonbridge_biased,42,0.2733333333333333,0.2808571428571428
0.04,nonbridge_biased,43,0.27096666666666663,0.32642857142857146
0.04,nonbridge_biased,44,0.27941666666666665,0.3922857142857143
0.04,nonbridge_biased,45,0.25315,0.27614285714285713
0.04,nonbridge_biased,46,0.27831666666666666,0.37357142857142855
0.04,nonbridge_biased,47,0.26818333333333333,0.35342857142857137
0.04,nonbridge_biased,48,0.24125,0.2811428571428571
0.04,nonbridge_biased,49,0.25245,0.2632857142857143
0.04,nonbridge_biased,50,0.25961666666666666,0.30857142857142855
